posc_code,posc_name,erm_name,prj
28356,GDA94 / Map Grid of Australia zone 56,GDA94/MGA56,GDA_1994_MGA_Zone_56
28357,GDA94 / Map Grid of Australia zone 57,GDA94/MGA57,GDA_1994_MGA_Zone_57
28358,GDA94 / Map Grid of Australia zone 58,GDA94/MGA58,GDA_1994_MGA_Zone_58
28348,GDA94 / Map Grid of Australia zone 48,GDA94/MGA48,GDA94_MGA_zone_48
28349,GDA94 / Map Grid of Australia zone 49,GDA94/MGA49,GDA94_MGA_zone_49
28350,GDA94 / Map Grid of Australia zone 50,GDA94/MGA50,GDA94_MGA_zone_50
28351,GDA94 / Map Grid of Australia zone 51,GDA94/MGA51,GDA94_MGA_zone_51
28352,GDA94 / Map Grid of Australia zone 52,GDA94/MGA52,GDA94_MGA_zone_52
28353,GDA94 / Map Grid of Australia zone 53,GDA94/MGA53,GDA94_MGA_zone_53
28354,GDA94 / Map Grid of Australia zone 54,GDA94/MGA54,GDA94_MGA_zone_54
28355,GDA94 / Map Grid of Australia zone 55,GDA94/MGA55,GDA94_MGA_zone_55
28356,GDA94 / Map Grid of Australia zone 56,GDA94/MGA56,GDA94_MGA_zone_56
28357,GDA94 / Map Grid of Australia zone 57,GDA94/MGA57,GDA94_MGA_zone_57
28358,GDA94 / Map Grid of Australia zone 58,GDA94/MGA58,GDA94_MGA_zone_58
5546,PNG94,PNG94/GEODETIC,GCS_PNG94
5550,PNG94 / PNGMG94_ZONE_54,PNG94/PNGMG94_zone_54,PNG94_PNGMG94_zone_54
5551,PNG94 / PNGMG94_ZONE_55,PNG94/PNGMG94_zone_55,PNG94_PNGMG94_zone_55
5552,PNG94 / PNGMG94_zone_56,PNG94/PNGMG94_zone_56,PNG94_PNGMG94_zone_56
4121,GGRS87,GGRS87/GEODETIC,GCS_GGRS_1987
2100,GGRS87 / Greek Grid,GGRS87/GREEK_GRID,Greek_Grid
4120,Greek,GREEK/GEODETIC,GCS_Greek
4815,Greek (Athens),GREEK_ATHENS/GEODETIC,GCS_Greek_Athens
4603,Grenada 1953,GRENADA_1953/GEODETIC,GCS_Grenada_1953
2003,Grenada 1953 / British West Indies Grid,GRENADA_1953/BRITISH_WEST_INDIES_GRID,Grenada_1953_British_West_Indies_Grid
4235,Guyane Francaise,GUYANE_FRANCAISE/GEODETIC,GCS_Guyane_Francaise
4147,Hanoi 1972,HANOI_1972/GEODETIC,GCS_Hanoi_1972
2044,Hanoi 1972 / Gauss-Kruger zone 18,HANOI_1972/GAUSS_KRUGER_ZONE_18,Hanoi_1972_GK_Zone_18
2045,Hanoi 1972 / Gauss-Kruger zone 19,HANOI_1972/GAUSS_KRUGER_ZONE_19,Hanoi_1972_GK_Zone_19
2093,Hanoi 1972 / GK 106 NE,HANOI_1972/GK_106_NE,Hanoi_1972_GK_106_NE
4148,Hartebeesthoek94,HARTEBEESTHOEK94/GEODETIC,GCS_Hartebeesthoek_1994
4237,HD72,HD72/GEODETIC,GCS_Hungarian_1972
4255,Herat North,HERAT_NORTH/GEODETIC,GCS_Herat_North
4254,Hito XVIII 1963,HITO_XVIII_1963/GEODETIC,GCS_Hito_XVIII_1963
2083,Hito XVIII 1963 / Argentina zone 2,HITO_XVIII_1963/ARGENTINA_ZONE_2,Hito_XVIII_1963_Argentina_2
2084,Hito XVIII 1963 / UTM zone 19S,HITO_XVIII_1963/UTM_ZONE_19S,Hito_XVIII_1963_UTM_19S
4236,Hu Tzu Shan,HU_TZU_SHAN/GEODETIC,GCS_Hu_Tzu_Shan
4762,HTRS96,HTRS96,GCS_HTRS96
3765,HTRS96 / Croatia_TM,HTRS96/Croatia_TM,HTRS96_Croatia_TM
4238,ID74,ID74/GEODETIC,GCS_Indonesian_1974
23846,ID74 / UTM zone 46N,IND74/NUTM46,Indonesian_1974_UTM_Zone_46N
23886,ID74 / UTM zone 46S,IND74/SUTM46,Indonesian_1974_UTM_Zone_46S
23847,ID74 / UTM zone 47N,IND74/NUTM47,Indonesian_1974_UTM_Zone_47N
23887,ID74 / UTM zone 47S,IND74/SUTM47,Indonesian_1974_UTM_Zone_47S
23848,ID74 / UTM zone 48N,IND74/NUTM48,Indonesian_1974_UTM_Zone_48N
23888,ID74 / UTM zone 48S,IND74/SUTM48,Indonesian_1974_UTM_Zone_48S
23849,ID74 / UTM zone 49N,IND74/NUTM49,Indonesian_1974_UTM_Zone_49N
23889,ID74 / UTM zone 49S,IND74/SUTM49,Indonesian_1974_UTM_Zone_49S
23850,ID74 / UTM zone 50N,IND74/NUTM50,Indonesian_1974_UTM_Zone_50N
23890,ID74 / UTM zone 50S,IND74/SUTM50,Indonesian_1974_UTM_Zone_50S
23851,ID74 / UTM zone 51N,IND74/NUTM51,Indonesian_1974_UTM_Zone_51N
23891,ID74 / UTM zone 51S,IND74/SUTM51,Indonesian_1974_UTM_Zone_51S
23852,ID74 / UTM zone 52N,IND74/NUTM52,Indonesian_1974_UTM_Zone_52N
23892,ID74 / UTM zone 52S,IND74/SUTM52,Indonesian_1974_UTM_Zone_52S
23853,ID74 / UTM zone 53N,IND74/NUTM53,Indonesian_1974_UTM_Zone_53N
23893,ID74 / UTM zone 53S,IND74/SUTM53,Indonesian_1974_UTM_Zone_53S
23894,ID74 / UTM zone 54S,IND74/SUTM54,Indonesian_1974_UTM_Zone_54S
4239,Indian 1954,INDIAN_1954/GEODETIC,GCS_Indian_1954
23946,Indian 1954 / UTM zone 46N,INDIAN_1954/UTM_ZONE_46N,Indian_1954_UTM_Zone_46N
23947,Indian 1954 / UTM zone 47N,INDIAN54/NUTM47,Indian_1954_UTM_Zone_47N
23948,Indian 1954 / UTM zone 48N,INDIAN54/NUTM48,Indian_1954_UTM_Zone_48N
4131,Indian 1960,INDIAN_1960/GEODETIC,GCS_Indian_1960
3176,Indian 1960 / TM 106 NE,INDIAN_1960/TM_106_NE,Indian_1960_TM_106NE
3148,Indian 1960 / UTM zone 48N,INDIAN_1960/UTM_ZONE_48N,Indian_1960_UTM_Zone_48N
3149,Indian 1960 / UTM zone 49N,INDIAN_1960/UTM_ZONE_49N,Indian_1960_UTM_Zone_49N
4240,Indian 1975,INDIAN_1975/GEODETIC,GCS_Indian_1975
24047,Indian 1975 / UTM zone 47N,INDIAN75/NUTM47,Indian_1975_UTM_Zone_47N
24048,Indian 1975 / UTM zone 48N,INDIAN75/NUTM48,Indian_1975_UTM_Zone_48N
4173,IRENET95,IRENET95/GEODETIC,GCS_IRENET95
2157,IRENET95 / Irish Transverse Mercator,IRENET95/ITM,IRENET95_Irish_Transverse_Mercator
2158,IRENET95 / UTM zone 29N,IRENET95/NUTM29,IRENET95_UTM_Zone_29N
4141,Israel,ISRAEL/GEODETIC,GCS_Israel
2039,Israel / Israeli TM Grid,ISRAEL/ISRAELI_TM,Israel_TM_Grid
4242,JAD69,JAD69/GEODETIC,GCS_Jamaica_1969
4241,Jamaica 1875,JAMAICA_1875/GEODETIC,GCS_Jamaica_1875
4243,Kalianpur 1880,KALIANPUR_1880/GEODETIC,GCS_Kalianpur_1880
4144,Kalianpur 1937,KALIANPUR_1937/GEODETIC,GCS_Kalianpur_1937
24305,Kalianpur 1937 / UTM zone 45N,KALIANPUR_1937/UTM_ZONE_45N,Kalianpur_1937_UTM_Zone_45N
24306,Kalianpur 1937 / UTM zone 46N,KALIANPUR_1937/UTM_ZONE_46N,Kalianpur_1937_UTM_Zone_46N
4145,Kalianpur 1962,KALIANPUR_1962/GEODETIC,GCS_Kalianpur_1962
24311,Kalianpur 1962 / UTM zone 41N,KALIANPUR_1962/UTM_ZONE_41N,Kalianpur_1962_UTM_Zone_41N
24312,Kalianpur 1962 / UTM zone 42N,KALIANPUR_1962/UTM_ZONE_42N,Kalianpur_1962_UTM_Zone_42N
24313,Kalianpur 1962 / UTM zone 43N,KALIANPUR_1962/UTM_ZONE_43N,Kalianpur_1962_UTM_Zone_43N
4146,Kalianpur 1975,KALIANPUR_1975/GEODETIC,GCS_Kalianpur_1975
24342,Kalianpur 1975 / UTM zone 42N,KALIANPUR_1975/UTM_ZONE_42N,Kalianpur_1975_UTM_Zone_42N
24343,Kalianpur 1975 / UTM zone 43N,KALIANPUR_1975/UTM_ZONE_43N,Kalianpur_1975_UTM_Zone_43N
24344,Kalianpur 1975 / UTM zone 44N,KALIANPUR_1975/UTM_ZONE_44N,Kalianpur_1975_UTM_Zone_44N
24345,Kalianpur 1975 / UTM zone 45N,KALIANPUR_1975/UTM_ZONE_45N,Kalianpur_1975_UTM_Zone_45N
24346,Kalianpur 1975 / UTM zone 46N,KALIANPUR_1975/UTM_ZONE_46N,Kalianpur_1975_UTM_Zone_46N
24347,Kalianpur 1975 / UTM zone 47N,KALIANPUR_1975/UTM_ZONE_47N,Kalianpur_1975_UTM_Zone_47N
4244,Kandawala,KANDAWALA/GEODETIC,GCS_Kandawala
4245,Kertau,KERTAU/GEODETIC,GCS_Kertau
24547,Kertau / UTM zone 47N,KERTAU/NUTM47,Kertau_UTM_Zone_47N
24548,Kertau / UTM zone 48N,KERTAU/NUTM48,Kertau_UTM_Zone_48N
4123,KKJ,KKJ/GEODETIC,GCS_KKJ
2393,KKJ / Finland Uniform Coordinate System,KKJ/FINLAND_UNIFORM_COORDINATE_SYSTEM,Finland_Zone_3
2391,KKJ / Finland zone 1,KKJ/FINLAND_ZONE_1,Finland_Zone_1
2392,KKJ / Finland zone 2,KKJ/FINLAND_ZONE_2,Finland_Zone_2
2394,KKJ / Finland zone 4,KKJ/FINLAND_ZONE_4,Finland_Zone_4
4936,EUREF_FIN,ETRS89/GEODETIC,GCS_EUREF_FIN
3067,ETRS89 / TM35FIN,EUREF_FIN/TM35FIN,EUREF_FIN_TM35FIN
4246,KOC,KOC/GEODETIC,GCS_Kuwait_Oil_Company
4162,Korean 1985,KOREAN_DATUM_1985/GEODETIC,GCS_Korean_Datum_1985
2097,Korean 1985 / Korea Central Belt,KOREAN_DATUM_1985/KOREA_CENTRAL_BELT,Korean_1985_Korea_Central_Belt
2096,Korean 1985 / Korea East Belt,KOREAN_DATUM_1985/KOREA_EAST_BELT,Korean_1985_Korea_East_Belt
2098,Korean 1985 / Korea West Belt,KOREAN_DATUM_1985/KOREA_WEST_BELT,Korean_1985_Korea_West_Belt
4166,Korean 1995,KOREAN_DATUM_1995/GEODETIC,GCS_Korean_Datum_1995
4319,KUDAMS,KUDAMS/GEODETIC,GCS_KUDAMS
31900,KUDAMS / KTM,KUDAMS/KUWAIT_TM,Unknown
4247,La Canoa,LA_CANOA/GEODETIC,GCS_La_Canoa
24718,La Canoa / UTM zone 18N,LA_CANOA/UTM_ZONE_18N,La_Canoa_UTM_Zone_18N
24719,La Canoa / UTM zone 19N,LA_CANOA/UTM_ZONE_19N,La_Canoa_UTM_Zone_19N
24720,La Canoa / UTM zone 20N,LACANOA/NUTM20,La_Canoa_UTM_Zone_20N
4249,Lake,LAKE/GEODETIC,GCS_Lake
4250,Leigon,LEIGON/GEODETIC,GCS_Leigon
25000,Leigon / Ghana Metre Grid,LEIGON/GHANA_METRE_GRID,Ghana_Metre_Grid
4251,Liberia 1964,LIBERIA_1964/GEODETIC,GCS_Liberia_1964
2600,Lietuvos Koordinoei Sistema 1994,LKS94_ETRS89/LITHUANIA_1994,Unknown
4207,Lisbon,LISBON/GEODETIC,GCS_Lisbon
4803,Lisbon (Lisbon),LISBON_LISBON/GEODETIC,GCS_Lisbon_Lisbon
20790,Lisbon (Lisbon)/Portuguese National Grid,LISBON_LISBON/PORTUGUESE_NATIONAL_GRID,Portuguese_National_Grid
4126,LKS94 (ETRS89),LKS94_ETRS89/GEODETIC,Unknown
4142,Locodjo 1965,LOCODJO_1965/GEODETIC,GCS_Locodjo_1965
2042,Locodjo 1965 / UTM zone 29N,LOCODJO_1965/UTM_ZONE_29N,Locodjo_1965_UTM_Zone_29N
2040,Locodjo 1965 / UTM zone 30N,LOCODJO_1965/UTM_ZONE_30N,Locodjo_1965_UTM_Zone_30N
4288,Loma Quintana,LOMA_QUINTANA/GEODETIC,GCS_Loma_Quintana
4252,Lome,LOME/GEODETIC,GCS_Lome
25231,Lome / UTM zone 31N,LOME/UTM_ZONE_31N,Lome_UTM_Zone_31N
4253,Luzon 1911,LUZON_1911/GEODETIC,GCS_Luzon_1911
25391,Luzon 1911 / Philippines zone I,LUZON11/TMPHIL1,Philippines_Zone_I
25392,Luzon 1911 / Philippines zone II,LUZON11/TMPHIL2,Philippines_Zone_II
25393,Luzon 1911 / Philippines zone III,LUZON11/TMPHIL3,Philippines_Zone_III
25394,Luzon 1911 / Philippines zone IV,LUZON11/TMPHIL4,Philippines_Zone_IV
25395,Luzon 1911 / Philippines zone V,LUZON11/TMPHIL5,Philippines_Zone_V
4903,Madrid 1870 (Madrid),MADRID_1870_MADRID/GEODETIC,GCS_Madrid_1870_Madrid
4128,Madzansua,MADZANSUA/GEODETIC,GCS_Madzansua
4256,Mahe 1971,MAHE_1971/GEODETIC,GCS_Mahe_1971
4257,Makassar,MAKASSAR/GEODETIC,GCS_Makassar
4804,Makassar (Jakarta),MAKASSAR_JAKARTA/GEODETIC,GCS_Makassar_Jakarta
25700,Makassar (Jakarta) / NEIEZ,MAKASSAR_JAKARTA/NETHERLANDS_EAST_INDIES_EQUATORIAL_ZONE,Unknown
4259,Malongo 1987,MALONGO_1987/GEODETIC,GCS_Malongo_1987
25932,Malongo 1987 / UTM zone 32S,MALONGO_1987/UTM_ZONE_32S,Malongo_1987_UTM_Zone_32S
4260,Manoca,MANOCA/GEODETIC,GCS_Manoca
4262,Massawa,MASSAWA/GEODETIC,GCS_Massawa
26237,Massawa / UTM zone 37N,MASSAWA/UTM_ZONE_37N,Massawa_UTM_Zone_37N
4261,Merchich,MERCHICH/GEODETIC,GCS_Merchich
104261,Merchich_Degree,MERCHICH_Degree/GEODETIC,GCS_Merchich_Degree
26191,Nord_Maroc,Nord_Maroc,Nord_Maroc
26192,Sud_Maroc,Sud_Maroc,Sud_Maroc
102191,Nord_Maroc_Degree,Nord_Maroc_Degree,Nord_Maroc_Degree
102192,Sud_Maroc_Degree,Sud_Maroc_Degree,Sud_Maroc_Degree
4312,MGI,MGI/GEODETIC,GCS_MGI
31265,MGI / 3-degree Gauss zone 5,MGI/D3_DEGREE_GAUSS_KRUGER_ZONE_5,MGI_3_Degree_Gauss_Zone_5
31266,MGI / 3-degree Gauss zone 6,MGI/D3_DEGREE_GAUSS_KRUGER_ZONE_6,MGI_3_Degree_Gauss_Zone_6
31267,MGI / 3-degree Gauss zone 7,MGI/D3_DEGREE_GAUSS_KRUGER_ZONE_7,MGI_3_Degree_Gauss_Zone_7
31268,MGI / 3-degree Gauss zone 8,MGI/D3_DEGREE_GAUSS_KRUGER_ZONE_8,MGI_3_Degree_Gauss_Zone_8
31297,MGI / Austria Lambert,MGI/AUSTRIA_LAMBERT,Unknown
4805,MGI (Ferro),MILITAR_GEOGRAPHISCHE_INSTITUT_FERRO/GEODETIC,GCS_MGI_Ferro
31292,MGI (Ferro) / Austria Central Zone,MILITAR_GEOGRAPHISCHE_INSTITUT_FERRO/AUSTRIA_CENTRAL_ZONE,Unknown
31293,MGI (Ferro) / Austria East Zone,MILITAR_GEOGRAPHISCHE_INSTITUT_FERRO/AUSTRIA_EAST_ZONE,Unknown
31291,MGI (Ferro) / Austria West Zone,MILITAR_GEOGRAPHISCHE_INSTITUT_FERRO/AUSTRIA_WEST_ZONE,Unknown
31294,MGI / M28,MGI/AUSTRIA_M28,Unknown
31295,MGI / M31,MGI/AUSTRIA_M31,Unknown
31296,MGI / M34,MGI/AUSTRIA_M34,Unknown
4264,Mhast,MHAST/GEODETIC,Unknown
26432,Mhast / UTM zone 32S,MHAST/UTM_ZONE_32S,Unknown
4263,Minna,MINNA/GEODETIC,GCS_Minna
26393,Minna / Nigeria East Belt,MINNA/NIGERIA_EAST_BELT,Nigeria_East_Belt
26392,Minna / Nigeria Mid Belt,MINNA/NIGERIA_MID_BELT,Nigeria_Mid_Belt
26391,Minna / Nigeria West Belt,MINNA/NIGERIA_WEST_BELT,Nigeria_West_Belt
26331,Minna / UTM zone 31N,MINNA/UTM_ZONE_31N,Minna_UTM_Zone_31N
26332,Minna / UTM zone 32N,MINNA/UTM_ZONE_32N,Minna_UTM_Zone_32N
4265,Monte Mario,MONTE_MARIO/GEODETIC,GCS_Monte_Mario
4806,Monte Mario (Rome),MONTE_MARIO_ROME/GEODETIC,GCS_Monte_Mario_Rome
26591,Monte Mario (Rome) / Italy zone 1,MONTE_MARIO_ROME/ITALY_ZONE_1,Monte_Mario_Rome_Italy_1
26592,Monte Mario (Rome) / Italy zone 2,MONTE_MARIO_ROME/ITALY_ZONE_2,Monte_Mario_Rome_Italy_2
4604,Montserrat 1958,MONTSERRAT_1958/GEODETIC,GCS_Montserrat_1958
2004,Montserrat 58 / British West Indies Grid,MONTSERRAT_1958/BRITISH_WEST_INDIES_GRID,Montserrat_1958_British_West_Indies_Grid
4157,Mount Dillon,MOUNT_DILLON/GEODETIC,GCS_Mount_Dillon
4130,Moznet,MOZNET/GEODETIC,GCS_Moznet
3036,Moznet / UTM zone 36S,MOZNET/UTM_ZONE_36S,Moznet_UTM_Zone_36S
3037,Moznet / UTM zone 37S,MOZNET/UTM_ZONE_37S,Moznet_UTM_Zone_37S
4266,M'poraloko,M_PORALOKO/GEODETIC,GCS_Mporaloko
26632,M'poraloko / UTM zone 32N,M_PORALOKO/UTM_ZONE_32N,Mporaloko_UTM_Zone_32N
26692,M'poraloko / UTM zone 32S,M_PORALOKO/UTM_ZONE_32S,Mporaloko_UTM_Zone_32S
4267,NAD27,NAD27/GEODETIC,GCS_North_American_1927
4608,NAD27(76),NAD27_76/GEODETIC,GCS_NAD_1927_Definition_1976
2019,NAD27(76) / MTM zone 10,NAD27_76/MTM_ZONE_10,NAD_1927_DEF_1976_MTM_10
2020,NAD27(76) / MTM zone 11,NAD27_76/MTM_ZONE_11,NAD_1927_DEF_1976_MTM_11
2021,NAD27(76) / MTM zone 12,NAD27_76/MTM_ZONE_12,NAD_1927_DEF_1976_MTM_12
2022,NAD27(76) / MTM zone 13,NAD27_76/MTM_ZONE_13,NAD_1927_DEF_1976_MTM_13
2023,NAD27(76) / MTM zone 14,NAD27_76/MTM_ZONE_14,NAD_1927_DEF_1976_MTM_14
2024,NAD27(76) / MTM zone 15,NAD27_76/MTM_ZONE_15,NAD_1927_DEF_1976_MTM_15
2025,NAD27(76) / MTM zone 16,NAD27_76/MTM_ZONE_16,NAD_1927_DEF_1976_MTM_16
2026,NAD27(76) / MTM zone 17,NAD27_76/MTM_ZONE_17,NAD_1927_DEF_1976_MTM_17
2017,NAD27(76) / MTM zone 8,NAD27_76/MTM_ZONE_8,NAD_1927_DEF_1976_MTM_8
2018,NAD27(76) / MTM zone 9,NAD27_76/MTM_ZONE_9,NAD_1927_DEF_1976_MTM_9
2027,NAD27(76) / UTM zone 15N,NAD27_76/UTM_ZONE_15N,NAD_1927_DEF_1976_UTM_Zone_15N
2028,NAD27(76) / UTM zone 16N,NAD27_76/UTM_ZONE_16N,NAD_1927_DEF_1976_UTM_Zone_16N
2029,NAD27(76) / UTM zone 17N,NAD27_76/UTM_ZONE_17N,NAD_1927_DEF_1976_UTM_Zone_17N
2030,NAD27(76) / UTM zone 18N,NAD27_76/UTM_ZONE_18N,NAD_1927_DEF_1976_UTM_Zone_18N
26729,NAD27 / Alabama East,TMALABEF/NAD27,NAD_1927_StatePlane_Alabama_East_FIPS_0101
26730,NAD27 / Alabama West,TMALABWF/NAD27,NAD_1927_StatePlane_Alabama_West_FIPS_0102
26740,NAD27 / Alaska zone 10,NAD27/L2ALS10F,NAD_1927_StatePlane_Alaska_10_FIPS_5010
26732,NAD27 / Alaska zone 2,NAD27/TMALSK2F,NAD_1927_StatePlane_Alaska_2_FIPS_5002
26733,NAD27 / Alaska zone 3,NAD27/TMALSK3F,NAD_1927_StatePlane_Alaska_3_FIPS_5003
26734,NAD27 / Alaska zone 4,NAD27/TMALSK4F,NAD_1927_StatePlane_Alaska_4_FIPS_5004
26735,NAD27 / Alaska zone 5,NAD27/TMALSK5F,NAD_1927_StatePlane_Alaska_5_FIPS_5005
26736,NAD27 / Alaska zone 6,NAD27/TMALSK6F,NAD_1927_StatePlane_Alaska_6_FIPS_5006
26737,NAD27 / Alaska zone 7,NAD27/TMALSK7F,NAD_1927_StatePlane_Alaska_7_FIPS_5007
26738,NAD27 / Alaska zone 8,NAD27/TMALSK8F,NAD_1927_StatePlane_Alaska_8_FIPS_5008
26739,NAD27 / Alaska zone 9,NAD27/TMALSK9F,NAD_1927_StatePlane_Alaska_9_FIPS_5009
26749,NAD27 / Arizona Central,NAD27/TMARIZCF,NAD_1927_StatePlane_Arizona_Central_FIPS_0202
26748,NAD27 / Arizona East,NAD27/TMARIZEF,NAD_1927_StatePlane_Arizona_East_FIPS_0201
26750,NAD27 / Arizona West,NAD27/TMALABWF,NAD_1927_StatePlane_Arizona_West_FIPS_0203
26751,NAD27 / Arkansas North,NAD27/LM2ARKNF,NAD_1927_StatePlane_Arkansas_North_FIPS_0301
26752,NAD27 / Arkansas South,NAD27/LM2ARKSF,NAD_1927_StatePlane_Arkansas_South_FIPS_0302
32074,NAD27 / BLM 14N (feet),NAD27/BLM_ZONE_14N_IN_FEET,Unknown
32075,NAD27 / BLM 15N (feet),NAD27/BLM_ZONE_15N_IN_FEET,Unknown
32076,NAD27 / BLM 16N (feet),NAD27/BLM_ZONE_16N_IN_FEET,Unknown
32077,NAD27 / BLM 17N (feet),NAD27/BLM_ZONE_17N_IN_FEET,Unknown
26741,NAD27 / California zone I,NAD27/LM2CAL1F,NAD_1927_StatePlane_California_I_FIPS_0401
26742,NAD27 / California zone II,NAD27/LM2CAL2F,NAD_1927_StatePlane_California_II_FIPS_0402
26743,NAD27 / California zone III,NAD27/LM2CAL3F,NAD_1927_StatePlane_California_III_FIPS_0403
26744,NAD27 / California zone IV,NAD27/LM2CAL4F,NAD_1927_StatePlane_California_IV_FIPS_0404
26745,NAD27 / California zone V,NAD27/LM2CAL5F,NAD_1927_StatePlane_California_V_FIPS_0405
26746,NAD27 / California zone VI,NAD27/LM2CAL6F,NAD_1927_StatePlane_California_VI_FIPS_0406
26747,NAD27 / California zone VII,NAD27/LM2CAL7F,Unknown
4609,NAD27(CGQ77),CGQ77/GEODETIC,GCS_NAD_1927_CGQ77
2016,NAD27(CGQ77) / SCoPQ zone 10,CGQ77/MTM_ZONE_10,NAD_1927_CGQ77_MTM_10_SCoPQ
2008,NAD27(CGQ77) / SCoPQ zone 2,CGQ77/MTM_QUEBEC_ZONE_2,NAD_1927_CGQ77_MTM_2_SCoPQ
2009,NAD27(CGQ77) / SCoPQ zone 3,CGQ77/MTM_ZONE_3,NAD_1927_CGQ77_MTM_3_SCoPQ
2010,NAD27(CGQ77) / SCoPQ zone 4,CGQ77/MTM_ZONE_4,NAD_1927_CGQ77_MTM_4_SCoPQ
2011,NAD27(CGQ77) / SCoPQ zone 5,CGQ77/MTM_ZONE_5,NAD_1927_CGQ77_MTM_5_SCoPQ
2012,NAD27(CGQ77) / SCoPQ zone 6,CGQ77/MTM_ZONE_6,NAD_1927_CGQ77_MTM_6_SCoPQ
2013,NAD27(CGQ77) / SCoPQ zone 7,CGQ77/MTM_ZONE_7,NAD_1927_CGQ77_MTM_7_SCoPQ
2014,NAD27(CGQ77) / SCoPQ zone 8,CGQ77/MTM_ZONE_8,NAD_1927_CGQ77_MTM_8_SCoPQ
2015,NAD27(CGQ77) / SCoPQ zone 9,CGQ77/MTM_ZONE_9,NAD_1927_CGQ77_MTM_9_SCoPQ
2031,NAD27(CGQ77) / UTM zone 17N,CGQ77/UTM_ZONE_17N,NAD_1927_CGQ77_UTM_Zone_17N
2032,NAD27(CGQ77) / UTM zone 18N,CGQ77/UTM_ZONE_18N,NAD_1927_CGQ77_UTM_Zone_18N
2033,NAD27(CGQ77) / UTM zone 19N,CGQ77/UTM_ZONE_19N,NAD_1927_CGQ77_UTM_Zone_19N
2034,NAD27(CGQ77) / UTM zone 20N,CGQ77/UTM_ZONE_20N,NAD_1927_CGQ77_UTM_Zone_20N
2035,NAD27(CGQ77) / UTM zone 21N,CGQ77/UTM_ZONE_21N,NAD_1927_CGQ77_UTM_Zone_21N
26754,NAD27 / Colorado Central,NAD27/LM2COLCF,NAD_1927_StatePlane_Colorado_Central_FIPS_0502
26753,NAD27 / Colorado North,NAD27/LM2COLNF,NAD_1927_StatePlane_Colorado_North_FIPS_0501
26755,NAD27 / Colorado South,NAD27/LM2COLSF,NAD_1927_StatePlane_Colorado_South_FIPS_0503
26756,NAD27 / Connecticut,NAD27/LM2CONNF,NAD_1927_StatePlane_Connecticut_FIPS_0600
26757,NAD27 / Delaware,NAD27/TMDELWRF,NAD_1927_StatePlane_Delaware_FIPS_0700
26758,NAD27 / Florida East,NAD27/TMFLRAEF,NAD_1927_StatePlane_Florida_East_FIPS_0901
26760,NAD27 / Florida North,NAD27/LM2FLANF,NAD_1927_StatePlane_Florida_North_FIPS_0903
26759,NAD27 / Florida West,NAD27/TMFLRAWF,NAD_1927_StatePlane_Florida_West_FIPS_0902
26766,NAD27 / Georgia East,NAD27/TMGEOREF,NAD_1927_StatePlane_Georgia_East_FIPS_1001
26767,NAD27 / Georgia West,NAD27/TMGEORWF,NAD_1927_StatePlane_Georgia_West_FIPS_1002
26769,NAD27 / Idaho Central,NAD27/TMIDACFT,NAD_1927_StatePlane_Idaho_Central_FIPS_1102
26768,NAD27 / Idaho East,NAD27/TMIDAEFT,NAD_1927_StatePlane_Idaho_East_FIPS_1101
26770,NAD27 / Idaho West,NAD27/TMIDAWFT,NAD_1927_StatePlane_Idaho_West_FIPS_1103
26771,NAD27 / Illinois East,NAD27/TMILLEFT,NAD_1927_StatePlane_Illinois_East_FIPS_1201
26772,NAD27 / Illinois West,NAD27/TMILLWFT,NAD_1927_StatePlane_Illinois_West_FIPS_1202
26773,NAD27 / Indiana East,NAD27/TMINDEFT,NAD_1927_StatePlane_Indiana_East_FIPS_1301
26774,NAD27 / Indiana West,NAD27/TMINDWFT,NAD_1927_StatePlane_Indiana_West_FIPS_1302
26775,NAD27 / Iowa North,NAD27/LM2IOWNF,NAD_1927_StatePlane_Iowa_North_FIPS_1401
26776,NAD27 / Iowa South,NAD27/LM2IOWSF,NAD_1927_StatePlane_Iowa_South_FIPS_1402
26777,NAD27 / Kansas North,NAD27/LM2KANNF,NAD_1927_StatePlane_Kansas_North_FIPS_1501
26778,NAD27 / Kansas South,NAD27/L2KANSF,NAD_1927_StatePlane_Kansas_South_FIPS_1502
26779,NAD27 / Kentucky North,NAD27/LM2KYNFT,NAD_1927_StatePlane_Kentucky_North_FIPS_1601
26780,NAD27 / Kentucky South,NAD27/LM2KYSFT,NAD_1927_StatePlane_Kentucky_South_FIPS_1602
-1,NAD27 / LCC_ITSL2,NAD27/LCC_ITSL2,Ontario_Lambert_Conformal_Conic
26781,NAD27 / Louisiana North,NAD27/LM2LANFT,NAD_1927_StatePlane_Louisiana_North_FIPS_1701
26782,NAD27 / Louisiana South,NAD27/LM2LASFT,NAD_1927_StatePlane_Louisiana_South_FIPS_1702
26783,NAD27 / Maine East,NAD27/TMMAINEF,NAD_1927_StatePlane_Maine_East_FIPS_1801
26784,NAD27 / Maine West,NAD27/TMMAINWF,NAD_1927_StatePlane_Maine_West_FIPS_1802
26785,NAD27 / Maryland,NAD27/LM2MARYF,NAD_1927_StatePlane_Maryland_FIPS_1900
26787,NAD27 / Massachusetts Island,NAD27/L2MASIF27,NAD_1927_StatePlane_Massachusetts_Island_FIPS_2002
26786,NAD27 / Massachusetts Mainland,NAD27/LM2MASMF,NAD_1927_StatePlane_Massachusetts_Mainland_FIPS_2001
